Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0,DefaultEntity.16,Output@Source1,2.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'DefaultEntity.16' transferring from '[Node] Output@Source1' onto link 'Path1'.
0,DefaultEntity.16,Path1,4.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0,DefaultEntity.16,Path1,4.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'DefaultEntity.16.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0,DefaultEntity.16,Path1,4.OnEntered,[EndTransfer] OntoPath,Entity 'DefaultEntity.16' ending transfer onto link 'Path1'.
0,DefaultEntity.16,Path1,4.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0,DefaultEntity.16,Source1,3.OnEnteredProcessing,[End],Process 'Source1.OnEnteredProcessing' execution ended.
0,DefaultEntity.16,Source1,1.OnEnteredOutputBuffer,[End],Process 'Source1.OnEnteredOutputBuffer' execution ended.
0,DefaultEntity.16,Output@Source1,2.OnEnteredFromAssociatedObject,[End],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
2.77777777777778E-05,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
2.77777777777778E-05,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
2.77777777777778E-05,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '5.55555555555556E-05' Hours.
5.55555555555556E-05,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
5.55555555555556E-05,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
5.55555555555556E-05,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '8.33333333333333E-05' Hours.
8.33333333333333E-05,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
8.33333333333333E-05,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
8.33333333333333E-05,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000111111111111111' Hours.
9.92063492063492E-05,DefaultEntity.16,Output@Source1,2.OnExited,[Begin],Process 'Output@Source1.OnExited' execution started.
9.92063492063492E-05,DefaultEntity.16,Output@Source1,2.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
9.92063492063492E-05,DefaultEntity.16,Output@Source1,2.OnExited,[End],Process 'Output@Source1.OnExited' execution ended.
0.000111111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000111111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000111111111111111,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000138888888888889' Hours.
0.000138888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000138888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000138888888888889,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000166666666666667' Hours.
0.000166666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000166666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000166666666666667,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000194444444444444' Hours.
0.000194444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000194444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000194444444444444,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000222222222222222' Hours.
0.000222222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000222222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000222222222222222,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.00025' Hours.
0.00025,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00025,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00025,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000277777777777778' Hours.
0.000277777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000277777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000277777777777778,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000305555555555556' Hours.
0.000305555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000305555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000305555555555556,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000333333333333333' Hours.
0.000333333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000333333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000333333333333333,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000361111111111111' Hours.
0.000361111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000361111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000361111111111111,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000388888888888889' Hours.
0.000388888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000388888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000388888888888889,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000416666666666667' Hours.
0.000416666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000416666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000416666666666667,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000444444444444444' Hours.
0.000444444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000444444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000444444444444444,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000472222222222222' Hours.
0.000472222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000472222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000472222222222222,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.0005' Hours.
0.0005,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.0005,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.0005,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000527777777777778' Hours.
0.000527777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000527777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000527777777777778,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000555555555555556' Hours.
0.000555555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000555555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000555555555555556,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000583333333333333' Hours.
0.000583333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000583333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000583333333333333,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000611111111111111' Hours.
0.000611111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000611111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000611111111111111,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000638888888888889' Hours.
0.000638888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000638888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000638888888888889,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000666666666666667' Hours.
0.000666666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.000666666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.000666666666666667,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '2.77777777777778E-05' Hours until time '0.000694444444444445' Hours.

