Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0.00130952380952381,DefaultEntity.16,Input@Server1,4.OnExited,[Fire] ExitedEvent,Firing event 'Input@Server1.Exited'.
0.00130952380952381,DefaultEntity.16,Input@Server1,4.OnExited,[End],Process 'Input@Server1.OnExited' execution ended.
0.00130952380952381,DefaultEntity.16,Server1,3.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' checking availability to seize '1' resource(s) of resource type '[ParentObject] Server1'.
0.00130952380952381,DefaultEntity.16,Server1,3.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' found '1' currently available resource(s) of resource type '[ParentObject] Server1'.
0.00130952380952381,DefaultEntity.16,Server1,3.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' seized '1' capacity unit(s) of resource 'Server1'.
0.00130952380952381,DefaultEntity.16,Server1,3.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' completed seize of '1' resource(s) of resource type '[ParentObject] Server1'.
0.00130952380952381,DefaultEntity.16,Server1,3.OnEnteredInputBuffer,[Transfer] ToProcessing,Entity 'DefaultEntity.16' transferring from '[Station] Server1.InputBuffer' into station 'Server1.Processing'.
0.00130952380952381,DefaultEntity.16,Path1,2.OnReachedEnd,[End],Process 'Path1.OnReachedEnd' execution ended.
0.00130952380952381,DefaultEntity.16,Input@Server1,1.OnEnteredToAssociatedObject,[End],Process 'Input@Server1.OnEnteredToAssociatedObject' execution ended.
0.00130952380952381,DefaultEntity.16,Server1,4.OnEnteredProcessing,[Begin],Process 'Server1.OnEnteredProcessing' execution started.
0.00130952380952381,DefaultEntity.16,Server1,4.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'DefaultEntity.16' ending transfer into station 'Server1.Processing'.
0.00130952380952381,DefaultEntity.16,Server1,4.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.00130952380952381,DefaultEntity.16,Server1,4.OnEnteredProcessing,[Decide] IfProcessTypeSpecificTime,Token sent to 'True' exit.
0.00130952380952381,DefaultEntity.16,Server1,4.OnEnteredProcessing,[Delay] ProcessingTime,Delaying token for '0.00353746818799988' Hours until time '0.00484699199752369' Hours.
0.00130952380952381,DefaultEntity.16,Server1,3.OnEnteredInputBuffer,[End],Process 'Server1.OnEnteredInputBuffer' execution ended.
0.00138888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00138888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00138888888888889,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00166666666666667' Hours.
0.00166666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00166666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00166666666666667,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00194444444444444' Hours.
0.00194444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00194444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00194444444444444,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00222222222222222' Hours.
0.00222222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00222222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00222222222222222,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.0025' Hours.
0.0025,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.0025,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.0025,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00277777777777778' Hours.
0.00277777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00277777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00277777777777778,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00305555555555556' Hours.
0.00305555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00305555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00305555555555556,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00333333333333333' Hours.
0.00333333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00333333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00333333333333333,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00361111111111111' Hours.
0.00361111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00361111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00361111111111111,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00388888888888889' Hours.
0.00388888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00388888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00388888888888889,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00416666666666667' Hours.
0.00416666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00416666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00416666666666667,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00444444444444444' Hours.
0.00444444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00444444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00444444444444444,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00472222222222222' Hours.
0.00472222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00472222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00472222222222222,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.005' Hours.
0.00484699199752369,DefaultEntity.16,Server1,4.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'DefaultEntity.16' transferring from '[Station] Server1.Processing' into station 'Server1.OutputBuffer'.
0.00484699199752369,DefaultEntity.16,Server1,3.OnEnteredOutputBuffer,[Begin],Process 'Server1.OnEnteredOutputBuffer' execution started.
0.00484699199752369,DefaultEntity.16,Server1,3.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'DefaultEntity.16' ending transfer into station 'Server1.OutputBuffer'.
0.00484699199752369,DefaultEntity.16,Server1,3.OnEnteredOutputBuffer,[Release] Server,Object 'DefaultEntity.16' attempting to release '1' resource(s) of resource type '[ParentObject] Server1'.
0.00484699199752369,DefaultEntity.16,Server1,3.OnEnteredOutputBuffer,[Release] Server,Object 'DefaultEntity.16' released '1' capacity unit(s) of resource 'Server1'.
0.00484699199752369,DefaultEntity.16,Server1,3.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'DefaultEntity.16' transferring from '[Station] Server1.OutputBuffer' into node 'Output@Server1'.
0.00484699199752369,DefaultEntity.16,Output@Server1,1.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Server1.OnEnteredFromAssociatedObject' execution started.
0.00484699199752369,DefaultEntity.16,Output@Server1,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Server1.Entered'.
0.00484699199752369,DefaultEntity.16,Output@Server1,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'DefaultEntity.16' transferring from '[Node] Output@Server1' onto link 'Path3'.
0.00484699199752369,DefaultEntity.16,Path3,2.OnEntered,[Begin],Process 'Path3.OnEntered' execution started.
0.00484699199752369,DefaultEntity.16,Path3,2.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'DefaultEntity.16.Movement.Rate' the value '5040' Meters per Hour.
0.00484699199752369,DefaultEntity.16,Path3,2.OnEntered,[EndTransfer] OntoPath,Entity 'DefaultEntity.16' ending transfer onto link 'Path3'.
0.00484699199752369,DefaultEntity.16,Path3,2.OnEntered,[End],Process 'Path3.OnEntered' execution ended.
0.00484699199752369,DefaultEntity.16,Server1,4.OnEnteredProcessing,[End],Process 'Server1.OnEnteredProcessing' execution ended.
0.00484699199752369,DefaultEntity.16,Server1,3.OnEnteredOutputBuffer,[End],Process 'Server1.OnEnteredOutputBuffer' execution ended.
0.00484699199752369,DefaultEntity.16,Output@Server1,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Server1.OnEnteredFromAssociatedObject' execution ended.
0.00494619834673004,DefaultEntity.16,Output@Server1,1.OnExited,[Begin],Process 'Output@Server1.OnExited' execution started.
0.00494619834673004,DefaultEntity.16,Output@Server1,1.OnExited,[Fire] ExitedEvent,Firing event 'Output@Server1.Exited'.
0.00494619834673004,DefaultEntity.16,Output@Server1,1.OnExited,[End],Process 'Output@Server1.OnExited' execution ended.
0.005,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.005,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.005,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00527777777777778' Hours.
0.00527777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00527777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00527777777777778,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00555555555555556' Hours.
0.00555555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00555555555555556,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00555555555555556,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00583333333333333' Hours.
0.00583333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00583333333333333,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00583333333333333,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00611111111111111' Hours.
0.00611111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00611111111111111,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00611111111111111,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00638888888888889' Hours.
0.00619619834673004,DefaultEntity.16,Path3,1.OnReachedEnd,[Begin],Process 'Path3.OnReachedEnd' execution started.
0.00619619834673004,DefaultEntity.16,Path3,1.OnReachedEnd,[Transfer] FromPath,Entity 'DefaultEntity.16' transferring from '[EndOfLink] Path3' into node 'Input@ServerDevice'.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,3.OnEnteredToAssociatedObject,[Begin],Process 'Input@ServerDevice.OnEnteredToAssociatedObject' execution started.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,3.OnEnteredToAssociatedObject,[Fire] EnteredEvent,Firing event 'Input@ServerDevice.Entered'.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,3.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.16' transferring from '[Node] Input@ServerDevice' into object 'ServerDevice'.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,3.OnEnteredToAssociatedObject,[Transfer] ToAssociatedObject,Entity 'DefaultEntity.16' transferring from '[Node] Input@ServerDevice' into station 'ServerDevice.InputBuffer'.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[Begin],Process 'ServerDevice.OnEnteredInputBuffer' execution started.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[EndTransfer] IntoInputBuffer,Entity 'DefaultEntity.16' ending transfer into station 'ServerDevice.InputBuffer'.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,2.OnExited,[Begin],Process 'Input@ServerDevice.OnExited' execution started.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,2.OnExited,[Fire] ExitedEvent,Firing event 'Input@ServerDevice.Exited'.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,2.OnExited,[End],Process 'Input@ServerDevice.OnExited' execution ended.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' checking availability to seize '1' resource(s) of resource type '[ParentObject] ServerDevice'.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' found '1' currently available resource(s) of resource type '[ParentObject] ServerDevice'.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' seized '1' capacity unit(s) of resource 'ServerDevice'.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[Seize] Server,Object 'DefaultEntity.16' completed seize of '1' resource(s) of resource type '[ParentObject] ServerDevice'.
0.00619619834673004,DefaultEntity.16,ServerDevice,4.OnEnteredInputBuffer,[Execute] BeforeProcessing_AddOnProcess,Executing process 'ServerDevice_Entered'.
0.00619619834673004,DefaultEntity.16,Model,2.ServerDevice_Entered,[Begin],Process 'ServerDevice_Entered' execution started.
0.00619619834673004,DefaultEntity.16,Model,2.ServerDevice_Entered,[Delay] Delay1,Delaying token for '0.000555555555555556' Hours until time '0.00675175390228559' Hours.
0.00619619834673004,DefaultEntity.16,Path3,1.OnReachedEnd,[End],Process 'Path3.OnReachedEnd' execution ended.
0.00619619834673004,DefaultEntity.16,Input@ServerDevice,3.OnEnteredToAssociatedObject,[End],Process 'Input@ServerDevice.OnEnteredToAssociatedObject' execution ended.
0.00638888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00638888888888889,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00638888888888889,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00666666666666667' Hours.
0.00655278052637456,--,--,--,--,Firing event 'Source1.EntityArrivals.Event'.
0.00655278052637456,Source1,Source1,3.OnEntityArrival,[Begin],Process 'Source1.OnEntityArrival' execution started.
0.00655278052637456,Source1,Source1,3.OnEntityArrival,[Create] Entities,Creating '1' object(s) of entity type 'DefaultEntity' using creation method 'NewObject'.
0.00655278052637456,--,--,--,--,Object 'DefaultEntity.17' created.
0.00655278052637456,DefaultEntity.17,Source1,1.OnEntityArrival,[Transfer] ToProcessing,Entity 'DefaultEntity.17' transferring from '[FreeSpace] Source1' into station 'Source1.Processing'.
0.00655278052637456,Source1,Source1,3.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' execution ended.
0.00655278052637456,DefaultEntity.17,Source1,5.OnEnteredProcessing,[Begin],Process 'Source1.OnEnteredProcessing' execution started.
0.00655278052637456,DefaultEntity.17,Source1,5.OnEnteredProcessing,[EndTransfer] IntoProcessing,Entity 'DefaultEntity.17' ending transfer into station 'Source1.Processing'.
0.00655278052637456,DefaultEntity.17,Source1,5.OnEnteredProcessing,[Transfer] ToOutputBuffer,Entity 'DefaultEntity.17' transferring from '[Station] Source1.Processing' into station 'Source1.OutputBuffer'.
0.00655278052637456,DefaultEntity.17,Source1,1.OnEntityArrival,[End],Process 'Source1.OnEntityArrival' execution ended.
0.00655278052637456,DefaultEntity.17,Source1,3.OnEnteredOutputBuffer,[Begin],Process 'Source1.OnEnteredOutputBuffer' execution started.
0.00655278052637456,DefaultEntity.17,Source1,3.OnEnteredOutputBuffer,[EndTransfer] IntoOutputBuffer,Entity 'DefaultEntity.17' ending transfer into station 'Source1.OutputBuffer'.
0.00655278052637456,DefaultEntity.17,Source1,3.OnEnteredOutputBuffer,[Transfer] ToOutputNode,Entity 'DefaultEntity.17' transferring from '[Station] Source1.OutputBuffer' into node 'Output@Source1'.
0.00655278052637456,DefaultEntity.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Begin],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution started.
0.00655278052637456,DefaultEntity.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Fire] EnteredEvent,Firing event 'Output@Source1.Entered'.
0.00655278052637456,DefaultEntity.17,Output@Source1,1.OnEnteredFromAssociatedObject,[Transfer] ToOutboundLink,Entity 'DefaultEntity.17' transferring from '[Node] Output@Source1' onto link 'Path1'.
0.00655278052637456,DefaultEntity.17,Path1,6.OnEntered,[Begin],Process 'Path1.OnEntered' execution started.
0.00655278052637456,DefaultEntity.17,Path1,6.OnEntered,[Assign] EntityMovementRate,Assigning state variable 'DefaultEntity.17.Movement.Rate' the value '5040' Meters per Hour.
0.00655278052637456,DefaultEntity.17,Path1,6.OnEntered,[EndTransfer] OntoPath,Entity 'DefaultEntity.17' ending transfer onto link 'Path1'.
0.00655278052637456,DefaultEntity.17,Path1,6.OnEntered,[End],Process 'Path1.OnEntered' execution ended.
0.00655278052637456,DefaultEntity.17,Source1,5.OnEnteredProcessing,[End],Process 'Source1.OnEnteredProcessing' execution ended.
0.00655278052637456,DefaultEntity.17,Source1,3.OnEnteredOutputBuffer,[End],Process 'Source1.OnEnteredOutputBuffer' execution ended.
0.00655278052637456,DefaultEntity.17,Output@Source1,1.OnEnteredFromAssociatedObject,[End],Process 'Output@Source1.OnEnteredFromAssociatedObject' execution ended.
0.00665198687558091,DefaultEntity.17,Output@Source1,1.OnExited,[Begin],Process 'Output@Source1.OnExited' execution started.
0.00665198687558091,DefaultEntity.17,Output@Source1,1.OnExited,[Fire] ExitedEvent,Firing event 'Output@Source1.Exited'.
0.00665198687558091,DefaultEntity.17,Output@Source1,1.OnExited,[End],Process 'Output@Source1.OnExited' execution ended.
0.00666666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00666666666666667,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00666666666666667,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00694444444444444' Hours.
0.00675175390228559,DefaultEntity.16,Model,2.ServerDevice_Entered,[Delay] Delay1,Delaying token for '0.000555555555555556' Hours until time '0.00730730945784115' Hours.
0.00694444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00694444444444444,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00694444444444444,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00722222222222222' Hours.
0.00722222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00722222222222222,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00722222222222222,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.0075' Hours.
0.00730730945784115,DefaultEntity.16,Model,2.ServerDevice_Entered,[Delay] Delay1,Delaying token for '0.000555555555555556' Hours until time '0.0078628650133967' Hours.
0.0075,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.0075,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.0075,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00777777777777778' Hours.
0.00777777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token branching on condition 'True'.
0.00777777777777778,Model,Model,0.OnRunInitialized,[Decide] Decide2,Token sent to 'True' exit.
0.00777777777777778,Model,Model,0.OnRunInitialized,[Delay] Delay2,Delaying token for '0.000277777777777778' Hours until time '0.00805555555555556' Hours.
0.00786230433589837,DefaultEntity.17,Path1,1.OnReachedEnd,[Begin],Process 'Path1.OnReachedEnd' execution started.
0.00786230433589837,DefaultEntity.17,Path1,1.OnReachedEnd,[Transfer] FromPath,Entity 'DefaultEntity.17' transferring from '[EndOfLink] Path1' into node 'Input@Server1'.
0.00786230433589837,DefaultEntity.17,Input@Server1,3.OnEnteredToAssociatedObject,[Begin],Process 'Input@Server1.OnEnteredToAssociatedObject' execution started.
